# Redshift  MKO->GROND  MMT->GROND  VISTA->GROND  SUBARU->GROND  UKIRT->GROND  FourStar->GROND  SOFI->GROND
12.52  0.050879  0.063511  0.084957  0.085600  0.070772  0.097123  0.195345
12.53  0.047290  0.059582  0.082121  0.081640  0.067374  0.098072  0.194503
12.54  0.043869  0.055772  0.079292  0.077619  0.063832  0.099013  0.193531
12.55  0.040709  0.052070  0.076689  0.073579  0.061126  0.099914  0.192985
12.56  0.037909  0.048478  0.074129  0.069559  0.057534  0.100807  0.192618
12.57  0.035482  0.045014  0.071991  0.065673  0.054758  0.101660  0.192157
12.58  0.033440  0.041650  0.070012  0.062021  0.051992  0.102466  0.191718
12.59  0.031883  0.038427  0.068471  0.058721  0.049550  0.103236  0.191122
12.60  0.030611  0.035324  0.066995  0.055889  0.047345  0.103949  0.190750
12.61  0.029810  0.032366  0.065681  0.053545  0.045342  0.104615  0.190511
12.62  0.029041  0.029580  0.064701  0.051605  0.044363  0.105221  0.190731
12.63  0.028491  0.026959  0.063667  0.049911  0.041990  0.105770  0.191059
12.64  0.027922  0.024555  0.063120  0.048371  0.040979  0.106262  0.191486
12.65  0.027343  0.022373  0.062373  0.046814  0.039961  0.106687  0.192047
12.66  0.026731  0.020418  0.061935  0.045232  0.039322  0.107056  0.192388
12.67  0.025936  0.018721  0.061478  0.043654  0.038665  0.107375  0.193167
12.68  0.025146  0.017296  0.060964  0.042152  0.037991  0.107664  0.193939
12.69  0.024192  0.016141  0.060656  0.040825  0.038346  0.107905  0.195196
12.70  0.023344  0.015269  0.060151  0.039710  0.037962  0.108132  0.196662
12.71  0.022361  0.014625  0.059733  0.038873  0.037914  0.108353  0.198215
12.72  0.021604  0.014282  0.059219  0.038358  0.037460  0.108541  0.199882
12.73  0.020919  0.014149  0.058920  0.038061  0.037606  0.108741  0.201374
12.74  0.020345  0.014280  0.058584  0.037951  0.037684  0.108941  0.203060
12.75  0.020129  0.014625  0.058348  0.037940  0.037891  0.109165  0.204638
12.76  0.020016  0.015191  0.058113  0.037881  0.038477  0.109406  0.206581
12.77  0.020278  0.015943  0.058010  0.037760  0.039088  0.109675  0.208692
12.78  0.020772  0.016850  0.057901  0.037548  0.039474  0.109983  0.210835
12.79  0.021628  0.017885  0.057866  0.037236  0.039901  0.110323  0.213304
12.80  0.022764  0.019017  0.058053  0.036875  0.040665  0.110685  0.215609
12.81  0.023989  0.020202  0.058170  0.036507  0.040798  0.111077  0.218070
12.82  0.025385  0.021403  0.058492  0.036235  0.041902  0.111483  0.220293
12.83  0.026839  0.022591  0.058815  0.036139  0.042428  0.111898  0.222544
12.84  0.028231  0.023699  0.059239  0.036229  0.042991  0.112340  0.224898
12.85  0.029546  0.024720  0.059793  0.036546  0.043753  0.112795  0.227226
12.86  0.030667  0.025622  0.060417  0.037138  0.044210  0.113268  0.229947
12.87  0.031686  0.026412  0.061098  0.037983  0.045131  0.113768  0.232546
12.88  0.032409  0.027097  0.061958  0.039044  0.045493  0.114264  0.235414
12.89  0.032928  0.027674  0.062698  0.040241  0.045719  0.114782  0.237942
12.90  0.033441  0.028196  0.063423  0.041546  0.046046  0.115277  0.240516
12.91  0.033788  0.028649  0.064175  0.042878  0.046577  0.115757  0.242984
12.92  0.034009  0.029088  0.064843  0.044133  0.046847  0.116218  0.245273
12.93  0.034092  0.029493  0.065765  0.045252  0.046901  0.116639  0.247640
12.94  0.034284  0.029919  0.066471  0.046180  0.046663  0.117015  0.249844
12.95  0.034563  0.030322  0.067311  0.046902  0.047160  0.117351  0.252244
12.96  0.034895  0.030723  0.068017  0.047411  0.047263  0.117654  0.254450
12.97  0.035251  0.031093  0.068697  0.047780  0.047277  0.117950  0.256639
12.98  0.035542  0.031401  0.069545  0.047998  0.047262  0.118267  0.258700
12.99  0.035854  0.031649  0.070142  0.048208  0.046728  0.118612  0.260641
13.00  0.036013  0.031802  0.070804  0.048403  0.047065  0.119044  0.262472
13.01  0.036161  0.031866  0.071443  0.048642  0.047475  0.119546  0.264076
13.02  0.036200  0.031868  0.072063  0.049006  0.047604  0.120199  0.265682
13.03  0.036057  0.031832  0.072633  0.049479  0.047339  0.121010  0.266944
13.04  0.035895  0.031792  0.073023  0.050126  0.047100  0.121996  0.268439
13.05  0.035650  0.031796  0.073289  0.050815  0.046977  0.123164  0.269548
13.06  0.035645  0.031831  0.073498  0.051555  0.046985  0.124484  0.270932
13.07  0.035719  0.031984  0.073609  0.052260  0.047095  0.125929  0.272077
13.08  0.035992  0.032206  0.073664  0.052894  0.046637  0.127481  0.273244
13.09  0.036472  0.032553  0.073453  0.053436  0.045555  0.129076  0.274348
13.10  0.037066  0.032953  0.073314  0.053880  0.045538  0.130680  0.275257
13.11  0.038053  0.033392  0.073054  0.054281  0.044455  0.132249  0.276316
13.12  0.039071  0.033818  0.072973  0.054667  0.044604  0.133740  0.277129
13.13  0.040191  0.034165  0.072885  0.055091  0.043892  0.135150  0.278165
13.14  0.041192  0.034363  0.072686  0.055597  0.042649  0.136420  0.278970
13.15  0.042090  0.034365  0.072538  0.056270  0.042179  0.137568  0.279897
13.16  0.042748  0.034113  0.072337  0.057086  0.040230  0.138563  0.280696
13.17  0.043114  0.033551  0.072390  0.058113  0.040267  0.139470  0.281611
13.18  0.043040  0.032647  0.072444  0.059252  0.038658  0.140288  0.282485
13.19  0.042537  0.031368  0.072458  0.060502  0.037806  0.141045  0.283426
13.20  0.041454  0.029740  0.072325  0.061739  0.035619  0.141803  0.284356
13.21  0.039814  0.027725  0.072086  0.062895  0.033583  0.142569  0.285275
13.22  0.037720  0.025398  0.071669  0.063883  0.031759  0.143375  0.286144
13.23  0.035090  0.022761  0.071397  0.064569  0.029708  0.144219  0.287073
13.24  0.032152  0.019892  0.071151  0.064965  0.028472  0.145096  0.287941
13.25  0.028812  0.016822  0.071215  0.064876  0.026688  0.146014  0.288868
13.26  0.025283  0.013651  0.070913  0.064341  0.024452  0.146934  0.289823
13.27  0.021552  0.010386  0.070388  0.063239  0.021814  0.147840  0.290780
13.28  0.017727  0.007095  0.069883  0.061624  0.019103  0.148709  0.291743
13.29  0.013936  0.003828  0.069417  0.059447  0.017340  0.149512  0.292711
13.30  0.010127  0.000572  0.069270  0.056757  0.015120  0.150284  0.293745
13.31  0.006377  -0.002642  0.069030  0.053599  0.013542  0.151029  0.294755
13.32  0.002636  -0.005790  0.069258  0.050037  0.012668  0.151811  0.295809
13.33  -0.001042  -0.008845  0.068650  0.046225  0.009483  0.152671  0.296835
13.34  -0.004563  -0.011813  0.067986  0.042217  0.007952  0.153649  0.298074
13.35  -0.008118  -0.014665  0.067229  0.038158  0.005402  0.154825  0.299200
13.36  -0.011509  -0.017361  0.066616  0.034106  0.004393  0.156193  0.300587
13.37  -0.014931  -0.019950  0.066222  0.030150  0.002202  0.157788  0.301869
13.38  -0.018203  -0.022382  0.066232  0.026322  0.002330  0.159567  0.303527
13.39  -0.021284  -0.024641  0.065741  0.022702  -0.000096  0.161526  0.305255
13.40  -0.024240  -0.026684  0.065523  0.019276  -0.000872  0.163621  0.307262
13.41  -0.026882  -0.028527  0.064932  0.016123  -0.002337  0.165784  0.309511
13.42  -0.029530  -0.030127  0.064801  0.013167  -0.003096  0.167940  0.311985
13.43  -0.031812  -0.031452  0.064335  0.010504  -0.003996  0.170035  0.314771
13.44  -0.034030  -0.032499  0.064114  0.008126  -0.005602  0.171988  0.317721
13.45  -0.035866  -0.033223  0.063759  0.006045  -0.006447  0.173742  0.321018
13.46  -0.037278  -0.033630  0.063682  0.004281  -0.008107  0.175241  0.324448
13.47  -0.038485  -0.033646  0.063870  0.002840  -0.008324  0.176463  0.328144
13.48  -0.039103  -0.033293  0.063975  0.001679  -0.009483  0.177371  0.331894
13.49  -0.039488  -0.032564  0.064726  0.000799  -0.008485  0.177980  0.335946
13.50  -0.039172  -0.031468  0.065311  0.000207  -0.008663  0.178291  0.339897
13.51  -0.038713  -0.030033  0.067135  -0.000100  -0.006087  0.178334  0.344043
13.52  -0.037660  -0.028285  0.067875  -0.000133  -0.006846  0.178149  0.348125
13.53  -0.036350  -0.026288  0.069515  0.000127  -0.005462  0.177771  0.352340
13.54  -0.034697  -0.024089  0.070506  0.000678  -0.006111  0.177295  0.356479
13.55  -0.032694  -0.021717  0.072259  0.001598  -0.005117  0.176735  0.360559
13.56  -0.030674  -0.019260  0.073462  0.002844  -0.005266  0.176205  0.364708
13.57  -0.028405  -0.016736  0.075464  0.004487  -0.003365  0.175661  0.368740
13.58  -0.026194  -0.014264  0.077461  0.006520  -0.002309  0.175218  0.372941
13.59  -0.024031  -0.011813  0.079628  0.008972  -0.000849  0.174829  0.376931
13.60  -0.021832  -0.009453  0.081740  0.011870  0.000410  0.174533  0.381101
13.61  -0.019959  -0.007134  0.084028  0.015124  0.001171  0.174333  0.385227
13.62  -0.018018  -0.004913  0.086615  0.018829  0.002937  0.174221  0.389440
13.63  -0.016425  -0.002737  0.089554  0.022800  0.004690  0.174198  0.393674
13.64  -0.014661  -0.000644  0.092196  0.027045  0.006201  0.174222  0.397958
13.65  -0.012987  0.001403  0.094636  0.031396  0.007025  0.174306  0.402253
13.66  -0.011191  0.003357  0.097074  0.035830  0.008864  0.174448  0.406390
13.67  -0.009159  0.005248  0.099238  0.040213  0.010005  0.174682  0.410426
13.68  -0.007127  0.006999  0.101624  0.044485  0.010556  0.174991  0.414395
13.69  -0.004708  0.008560  0.104205  0.048632  0.012562  0.175375  0.418280
13.70  -0.002638  0.009788  0.106966  0.052591  0.013702  0.175851  0.422000
13.71  -0.000149  0.010609  0.108555  0.056391  0.013250  0.176400  0.425790
13.72  0.001677  0.010829  0.110571  0.060024  0.013462  0.177067  0.429398
13.73  0.003402  0.010394  0.111147  0.063539  0.010965  0.177815  0.433098
13.74  0.004350  0.009114  0.112269  0.066951  0.010336  0.178718  0.436643
13.75  0.004619  0.006940  0.111633  0.070221  0.005745  0.179753  0.440340
13.76  0.003819  0.003748  0.111622  0.073397  0.002917  0.180998  0.444002
13.77  0.001953  -0.000505  0.111884  0.076310  -0.000983  0.182407  0.447703
13.78  -0.000995  -0.005870  0.112011  0.078981  -0.003816  0.184036  0.451351
13.79  -0.005238  -0.012296  0.111497  0.081152  -0.010472  0.185835  0.455019
13.80  -0.010344  -0.019894  0.110443  0.082781  -0.015178  0.187817  0.458644
13.81  -0.016795  -0.028488  0.108869  0.083529  -0.023631  0.189957  0.462179
13.82  -0.023978  -0.038340  0.106993  0.083369  -0.029741  0.192255  0.465569
13.83  -0.032530  -0.049181  0.104467  0.082076  -0.039797  0.194682  0.468749
13.84  -0.042066  -0.061325  0.101594  0.079538  -0.048173  0.197160  0.471807
13.85  -0.052772  -0.074525  0.098182  0.075741  -0.059682  0.199708  0.474565
13.86  -0.064937  -0.088969  0.094622  0.070661  -0.069458  0.202228  0.477035
13.87  -0.078109  -0.104468  0.090161  0.064387  -0.082209  0.204719  0.479220
13.88  -0.092944  -0.121094  0.085603  0.056900  -0.093224  0.207159  0.481098
13.89  -0.108836  -0.138580  0.079800  0.048452  -0.106694  0.209539  0.482771
13.90  -0.126284  -0.157126  0.074303  0.038857  -0.117881  0.211851  0.484157
13.91  -0.144825  -0.176186  0.067393  0.028280  -0.132978  0.214136  0.485294
13.92  -0.164192  -0.195994  0.061125  0.016582  -0.146140  0.216465  0.486372
13.93  -0.184553  -0.215947  0.053538  0.003788  -0.161664  0.218884  0.487258
13.94  -0.204991  -0.236087  0.045963  -0.010310  -0.176390  0.221410  0.488318
13.95  -0.226013  -0.256108  0.037254  -0.025490  -0.190209  0.224148  0.489246
13.96  -0.246788  -0.275741  0.028125  -0.041990  -0.204831  0.227106  0.490598
13.97  -0.267609  -0.295000  0.018222  -0.059634  -0.218709  0.230323  0.491963
13.98  -0.287986  -0.313613  0.008455  -0.078279  -0.231769  0.233810  0.493629
13.99  -0.308088  -0.331267  -0.001518  -0.097776  -0.244727  0.237457  0.495406
14.00  -0.327528  -0.347871  -0.011460  -0.117953  -0.258140  0.241245  0.497685
